Project ID,Project Name,Project Type,Project Site Location,Project Site State,Project Site Country
ACR729,Cumberland County Solid Waste Complex: GHG Emissions Reduction Automated Collection of Landfill Gas,Landfill Gas Capture & Combustion,"Deerfield, NJ",NEW JERSEY,US
ACR730,"South Wake Landfill, Apex, Wake County NC: GHG Emissions Reduction Automated Collection of Landfill Gas",Landfill Gas Capture & Combustion,"Apex, NC",NORTH CAROLINA,US
ACR411,Steuben County Bath Landfill GHG Offset Project,Landfill Gas Capture & Combustion,"The project is located in a rural area on 5642 Turnpike Road in the Town of Bath, New York in Steuben County.",NEW YORK,US
ACR729,Cumberland County Solid Waste Complex: GHG Emissions Reduction Automated Collection of Landfill Gas,Landfill Gas Capture & Combustion,"Deerfield, NJ",NEW JERSEY,US
ACR411,Steuben County Bath Landfill GHG Offset Project,Landfill Gas Capture & Combustion,"The project is located in a rural area on 5642 Turnpike Road in the Town of Bath, New York in Steuben County.",NEW YORK,US
ACR107,Camargo Fuel Substitution,Fuel Switching,,,
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR109,Chesapeake Mizer Pneumatic Retrofit,Industrial Process Emissions,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",OKLAHOMA,US
ACR411,Steuben County Bath Landfill GHG Offset Project,Landfill Gas Capture & Combustion,"The project is located in a rural area on 5642 Turnpike Road in the Town of Bath, New York in Steuben County.",NEW YORK,US
ACR411,Steuben County Bath Landfill GHG Offset Project,Landfill Gas Capture & Combustion,"The project is located in a rural area on 5642 Turnpike Road in the Town of Bath, New York in Steuben County.",NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
ACR126,Seneca Meadows LFG,Landfill Gas Capture & Combustion,Waterloo,NEW YORK,US
