plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,cmf_type,plume_bounds,instrument,published_at,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png
GAO20230719t193225p0000-A,47.44926581777321,-122.05004970785467,2023-07-19T19:32:25+00,Solid Waste (6A),CH4,mf,"[-122.0541036092706, 47.4467950848425, -122.04653103950945, 47.45191597177402]",GAO,2023-09-15 02:50:05.798976+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-A/GAO20230719t193225p0000-A_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=eBtvrlh099xEI9HwQTT1yO4%2FDJk%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-A/GAO20230719t193225p0000-A_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=6CyDnIfIcHqY9hUZsRIa9bNb11A%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-A/GAO20230719t193225p0000-A_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=ezPMmq%2BEAiy1QqSQdsL1FOprQNM%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-A/GAO20230719t193225p0000-A_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=GfP43u7qMhl89Ql5w26KMoTGP38%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-A/GAO20230719t193225p0000-A_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=nDYGHEFM7lf69mFvSoyhEkX5Fkk%3D&Expires=1714941688
GAO20230719t193225p0000-B,47.45610385956277,-122.04882793130673,2023-07-19T19:32:25+00,Solid Waste (6A),CH4,mf,"[-122.05204552879297, 47.454291461113264, -122.04453820805142, 47.45941242100518]",GAO,2023-09-15 02:50:33.329747+00:00,1781.6336032481643,412.026121448558,2.201171875,0.470947265625,110.36573791503906,151.0447540283203,hrrr,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-B/GAO20230719t193225p0000-B_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=2wjw%2B2p1WNdXx4twguHmNOESZ1Y%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-B/GAO20230719t193225p0000-B_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=AA4zY1pX%2Be%2B6tbjWGs9EmnZvo3Q%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-B/GAO20230719t193225p0000-B_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=3JZRHdoN0GJ1YwIM5w%2FuP2WKloI%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-B/GAO20230719t193225p0000-B_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=w9H76MLbGhqF4p8bxfzhCQFSKd4%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-B/GAO20230719t193225p0000-B_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=Q%2Fj1Ze2KiUySov3WsPebMclv6nw%3D&Expires=1714941688
GAO20230719t193225p0000-C,47.4578593800417,-122.04848325796704,2023-07-19T19:32:25+00,Solid Waste (6A),CH4,mf,"[-122.05191368521669, 47.454245389965635, -122.0444064891389, 47.459321351486125]",GAO,2023-09-15 02:50:51.593547+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-C/GAO20230719t193225p0000-C_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=sMUe6kM2SQBT4lijgWPAEaHLIF0%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-C/GAO20230719t193225p0000-C_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=P3vEOtYW13W%2F0XXhF8MVfsyCs3g%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-C/GAO20230719t193225p0000-C_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=s3o%2Bx8fbIBD0BPKDVjYE9oLQW20%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-C/GAO20230719t193225p0000-C_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=4nnuz3H4oBhaH38GuOS9Pj4yP6c%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t193225p0000-C/GAO20230719t193225p0000-C_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=MZYdOkeNdUehz02WeE3avT6AYDs%3D&Expires=1714941688
GAO20230719t173040p0000-A,45.63496112521307,-120.20629807961319,2023-07-19T17:30:40+00,Solid Waste (6A),CH4,mf,"[-120.21105169184861, 45.631590199860604, -120.20360150245402, 45.6367996465104]",GAO,2023-09-15 02:52:52.729301+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t173040p0000-A/GAO20230719t173040p0000-A_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=F3zRGmC665MHcvHoqsR0KicK71o%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t173040p0000-A/GAO20230719t173040p0000-A_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=hortvFB%2FZBQF39QTtS9rknOfNeM%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t173040p0000-A/GAO20230719t173040p0000-A_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=WKWcUlvLOOwCRlf4%2BR%2FoONl4zkg%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t173040p0000-A/GAO20230719t173040p0000-A_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=pFSjiUiaqgXZ2JhQ6vHEZIUYPNI%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t173040p0000-A/GAO20230719t173040p0000-A_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=eIGGI1lE%2B0KNNKztWLyRltnKWPE%3D&Expires=1714941688
GAO20230719t173040p0000-E,45.81140963296073,-120.18319167664448,2023-07-19T17:30:40+00,Solid Waste (6A),CH4,mf,"[-120.18985626832614, 45.80870396113402, -120.18044950358333, 45.81530552470644]",GAO,2023-09-15 02:53:12.329614+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t173040p0000-E/GAO20230719t173040p0000-E_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=JnDkF7RQMUfJach48BWS1zOW624%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t173040p0000-E/GAO20230719t173040p0000-E_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=JXebdfsKh1dw3UBioUWFk3em3NY%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t173040p0000-E/GAO20230719t173040p0000-E_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=fHXkeV4D3V5vB3XSVZEqsAilaGE%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t173040p0000-E/GAO20230719t173040p0000-E_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=2kjRzzVJbOhSKiFx8%2F6KLBKcuos%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t173040p0000-E/GAO20230719t173040p0000-E_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=2VF4YgP3KT7iZqZZZAxppghtsbE%3D&Expires=1714941688
GAO20230719t171557p0000-A,45.56317496453707,-121.13718697591797,2023-07-19T17:15:57+00,Solid Waste (6A),CH4,mf,"[-121.13972135066162, 45.560716371222455, -121.13234243587524, 45.56588250330435]",GAO,2023-09-15 02:53:30.854562+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t171557p0000-A/GAO20230719t171557p0000-A_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=DGE4YsyZw6zPA29vROn%2BuS1SsOE%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t171557p0000-A/GAO20230719t171557p0000-A_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=NHrJ6VNIJLp0H4cT4S8CKxQaD9Q%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t171557p0000-A/GAO20230719t171557p0000-A_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=2vb7Ke3MDrQqsqcm6yS%2Bkrw9Mr4%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t171557p0000-A/GAO20230719t171557p0000-A_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=WmADvm844bh%2BzCac6TcdeG6VH7w%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t171557p0000-A/GAO20230719t171557p0000-A_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=Eszjg1Ppisy8NEb6XP5NAU9GJpc%3D&Expires=1714941688
GAO20230719t171557p0000-B,45.564162738589516,-121.13410114839398,2023-07-19T17:15:57+00,Solid Waste (6A),CH4,mf,"[-121.14134017083146, 45.55804271034989, -121.13017581133518, 45.56590421856972]",GAO,2023-09-15 02:54:08.323904+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t171557p0000-B/GAO20230719t171557p0000-B_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=Ornux%2BLqt%2BNNfu11fG5xiANpmf8%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t171557p0000-B/GAO20230719t171557p0000-B_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=CycqwDOSYs%2FOxUt%2BalTxH29kO%2FI%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t171557p0000-B/GAO20230719t171557p0000-B_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=jQgW3uqH0ZA03HpWs4cBai6R4TE%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t171557p0000-B/GAO20230719t171557p0000-B_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=KLPySax0z%2F1aRmijY4ARlkBvbKM%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/19/GAO20230719t171557p0000-B/GAO20230719t171557p0000-B_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=skQQGAIMTBR9zpzME7SUnx4OmF4%3D&Expires=1714941688
GAO20230718t211446p0000-A,46.240568270615796,-122.76897385049263,2023-07-18T21:14:46+00,Solid Waste (6A),CH4,mf,"[-122.7723079662636, 46.23781185566967, -122.76496761322386, 46.242888698581076]",GAO,2023-09-15 02:54:32.142708+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t211446p0000-A/GAO20230718t211446p0000-A_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=YLG6NdJ9QhYGlwoBj3smFyRWD3I%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t211446p0000-A/GAO20230718t211446p0000-A_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=dbBJZi0%2BdxZXwRSWWj4sL%2FPR1HY%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t211446p0000-A/GAO20230718t211446p0000-A_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=nY96Pesz%2FK03YzDEyrZji2QN908%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t211446p0000-A/GAO20230718t211446p0000-A_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=iT6vQrnKX0fuih2KSIkEsyGyLds%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t211446p0000-A/GAO20230718t211446p0000-A_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=B%2F0b4OptYzkJegj45Zo5Y4Y4Zz8%3D&Expires=1714941688
GAO20230718t205744p0000-A,46.97055317588067,-122.29293276524318,2023-07-18T20:57:44+00,Solid Waste (6A),CH4,mf,"[-122.29661454389594, 46.96469410500894, -122.28555485956979, 46.97228616213868]",GAO,2023-09-15 02:54:51.088936+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t205744p0000-A/GAO20230718t205744p0000-A_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=Q3Bfb%2FBeM77fPTG8nTDrInEIW0M%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t205744p0000-A/GAO20230718t205744p0000-A_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=CXOtYQMAqEOLdrhA9rw7wdXcXw0%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t205744p0000-A/GAO20230718t205744p0000-A_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=0HD43qI1T69iaT5oJ9S3%2FRnNvdg%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t205744p0000-A/GAO20230718t205744p0000-A_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=lMeKj6476AHMOk2bWLd2sT7GA%2Fw%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t205744p0000-A/GAO20230718t205744p0000-A_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=l2ILDdq3UIDRuKtSQhJwtRkmEmM%3D&Expires=1714941688
GAO20230718t203531p0000-A,47.44938771262849,-122.05066392247721,2023-07-18T20:35:31+00,Solid Waste (6A),CH4,mf,"[-122.05390466836676, 47.44679337845717, -122.04639852815784, 47.45186934529294]",GAO,2023-09-15 02:55:07.798501+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-A/GAO20230718t203531p0000-A_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=EvZvGOz27%2B6DMroi9e2heDL9TLw%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-A/GAO20230718t203531p0000-A_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=TN3LvWhqH8zKdJ5ZpG7LAe3Cl8M%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-A/GAO20230718t203531p0000-A_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=agnXMKsAvZXuWrvulNT8HD9Igw0%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-A/GAO20230718t203531p0000-A_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=zGoGynKvBk9D%2Fyom5XWENgRvIac%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-A/GAO20230718t203531p0000-A_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=z81JyfOqrxVbDX0zaqEPDqCCbhM%3D&Expires=1714941688
GAO20230718t203531p0000-B,47.45594628958358,-122.05162592629353,2023-07-18T20:35:31+00,Solid Waste (6A),CH4,mf,"[-122.05397535052767, 47.453947483614904, -122.04646807723861, 47.45906844463876]",GAO,2023-09-15 02:55:29.202321+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-B/GAO20230718t203531p0000-B_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=wlC75C7bQgfU7PJtco5X6hQTBS4%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-B/GAO20230718t203531p0000-B_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=TeiZS34CYQTJ5Td0HRSOYn3By5s%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-B/GAO20230718t203531p0000-B_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=obBj%2BY1kGb0lFv9ic1kwNw0zdgY%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-B/GAO20230718t203531p0000-B_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=6MeQF8fXPFFhsJOCEW1hLI7UOWw%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-B/GAO20230718t203531p0000-B_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=Tf1aK3OtNpyaAjCu3OCmHzL2tt8%3D&Expires=1714941688
GAO20230718t203531p0000-C,47.45783607780581,-122.0483175447901,2023-07-18T20:35:31+00,Solid Waste (6A),CH4,mf,"[-122.05264647554205, 47.45407147723753, -122.04513918559351, 47.459192437549014]",GAO,2023-09-15 02:55:48.926350+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-C/GAO20230718t203531p0000-C_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=YTovNkC2hW7wooAKChVMqFwnNqc%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-C/GAO20230718t203531p0000-C_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=6bz15xkc3x2BOC9DQH%2Fr0R3iCzo%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-C/GAO20230718t203531p0000-C_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=%2BvveB%2Fo9XZpfbda3irYhf%2FgleFo%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-C/GAO20230718t203531p0000-C_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=O2tM1lJiXqvUD%2F5E%2FE92QG1R48k%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203531p0000-C/GAO20230718t203531p0000-C_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=TvrNQq%2BNhwMnppS66bA%2B%2FYqCMuc%3D&Expires=1714941688
GAO20230718t203120p0000-A,47.449334623242464,-122.05071738250925,2023-07-18T20:31:20+00,Solid Waste (6A),CH4,mf,"[-122.05410763568517, 47.44657017377572, -122.04653521722858, 47.45164606310204]",GAO,2023-09-15 02:56:07.467462+00:00,,,,,,,,Global Airborne Observatory,ASU GDCS,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203120p0000-A/GAO20230718t203120p0000-A_l3a-vis-ch4-mf-v002_plume.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=nQzZMoIjSGZ7pAjPAEQhMVS4W%2B0%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203120p0000-A/GAO20230718t203120p0000-A_l3a-vis-ch4-mf-v002_plume.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=hbvwiQ3wrOFSNuociXznidMKslI%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203120p0000-A/GAO20230718t203120p0000-A_l3a-vis-ch4-mf-v002_plume-concentrations.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=RZyQz%2F0fZYZZ7ZI%2BgCKIk9MIgts%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203120p0000-A/GAO20230718t203120p0000-A_l3a-vis-ch4-mf-v002_rgb.tif?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=%2FMREsakh7zd6cNWd11oYA093WEE%3D&Expires=1714941688,https://carbon-mapper-data.s3.amazonaws.com/l3a-vis-ch4-mf-v002/2023/07/18/GAO20230718t203120p0000-A/GAO20230718t203120p0000-A_l3a-vis-ch4-mf-v002_rgb.png?AWSAccessKeyId=AKIAZ6GFKVV6SHEMM55U&Signature=HsdAT9tXZLWqbvSsRN41ug%2BhOts%3D&Expires=1714941688
